userID, circleNr, gazeX, gazeY, gazeValid, circleX, circleY,
831755,1,-770,1099.4,0,100,100,
831755,1,-27,751,0,100,100,
831755,1,-10,760.2,0,100,100,
831755,1,-18,756,0,100,100,
831755,1,-35.6,718.4,0,100,100,
831755,1,-288.2,772.6,0,100,100,
831755,1,-597.6,867.2,0,100,100,
831755,1,-708.2,922.4,0,100,100,
831755,1,-726.2,918.8,0,100,100,
831755,1,-783.4,945.8,0,100,100,
831755,1,-854.8,989.6,0,100,100,
831755,1,-861.2,988.2,0,100,100,
831755,1,-876,995.2,0,100,100,
831755,1,-835.4,999.2,0,100,100,
831755,1,-812.2,1002.4,0,100,100,
831755,1,-803.4,1026.2,0,100,100,
831755,1,-814.8,1039.8,0,100,100,
831755,1,-835.4,1068.4,0,100,100,
831755,1,-794.2,1056.2,0,100,100,
831755,1,-889,871,0,100,100,
831755,1,-483,720,0,100,100,
831755,1,-841.2,1013.2,0,100,100,
831755,1,-1064,1249.4,0,100,100,
831755,1,-1183.4,1416.2,0,100,100,
831755,2,-1109.8,1346.4,0,960,100,
831755,2,-1133.2,1262.6,0,960,100,
831755,2,-1099.6,1206.2,0,960,100,
831755,2,-980,1050,0,960,100,
831755,2,-961.8,1088,0,960,100,
831755,2,-1144.2,1145.4,0,960,100,
831755,2,-1137.6,1224.6,0,960,100,
831755,2,-1126.4,1265.4,0,960,100,
831755,2,-1077.8,1375.8,0,960,100,
831755,2,-1161,1385.2,0,960,100,
831755,2,219,996,0,960,100,
831755,2,-21.4,1394,0,960,100,
831755,2,-864,1553,0,960,100,
831755,2,-1380.8,1677.4,0,960,100,
831755,2,-1260.6,1807,0,960,100,
831755,2,-924,2699,0,960,100,
831755,2,-255,1372,0,960,100,
831755,2,487.2,851.4,0,960,100,
831755,2,492.8,884.6,0,960,100,
831755,2,613,963.6,0,960,100,
831755,2,674.6,1031.6,0,960,100,
831755,2,668.2,1075.2,0,960,100,
831755,2,691.4,1063,0,960,100,
831755,2,669.4,1026.6,0,960,100,
831755,3,723.2,1003.8,0,1820,100,
831755,3,717.4,970.8,0,1820,100,
831755,3,761,890.4,0,1820,100,
831755,3,807.4,886.2,0,1820,100,
831755,3,811,920.8,0,1820,100,
831755,3,870.2,932.4,0,1820,100,
831755,3,922.4,873.8,0,1820,100,
831755,3,959.8,897,0,1820,100,
831755,3,1036,986.2,0,1820,100,
831755,3,1044.2,1074,0,1820,100,
831755,3,1060.8,1106.8,0,1820,100,
831755,3,1028,1059,0,1820,100,
831755,3,-4.4,1206,0,1820,100,
831755,3,-31.2,1209.4,0,1820,100,
831755,3,-15.2,1196.4,0,1820,100,
831755,3,-33.4,1228.2,0,1820,100,
831755,3,-78.2,1241.2,0,1820,100,
831755,3,-232.4,1213,0,1820,100,
831755,3,-318.6,1237.6,0,1820,100,
831755,3,-511.2,1228.2,0,1820,100,
831755,3,-445.6,1164.8,0,1820,100,
831755,3,-396.8,1078.4,0,1820,100,
831755,3,-459,1108.6,0,1820,100,
831755,3,-501.4,1113,0,1820,100,
831755,4,-632.2,1226,0,100,484.5,
831755,4,-750.4,1268.4,0,100,484.5,
831755,4,-774.8,1278,0,100,484.5,
831755,4,-744.4,1296,0,100,484.5,
831755,4,-718.4,1311.4,0,100,484.5,
831755,4,-812,1359,0,100,484.5,
831755,4,-834,1386.6,0,100,484.5,
831755,4,-749.2,1393,0,100,484.5,
831755,4,-708,1449,0,100,484.5,
831755,4,-850.8,1518.4,0,100,484.5,
831755,4,-912,1517.4,0,100,484.5,
831755,4,-868.8,1488.4,0,100,484.5,
831755,4,-997,1486.6,0,100,484.5,
831755,4,-1140.2,1506.6,0,100,484.5,
831755,4,-1220.6,1542,0,100,484.5,
831755,4,-1254.8,1560.2,0,100,484.5,
831755,4,-1444.6,1610.2,0,100,484.5,
831755,4,-1702.2,1723,0,100,484.5,
831755,4,-1734.6,1741,0,100,484.5,
831755,4,-1650,1749.6,0,100,484.5,
831755,4,-1741.6,1799.2,0,100,484.5,
831755,4,-1746.2,1813,0,100,484.5,
831755,4,-8615,8150,0,100,484.5,
831755,4,-1845,2493,0,100,484.5,
831755,5,-235.4,890.6,0,960,484.5,
831755,5,-256,896.6,0,960,484.5,
831755,5,1.2,845.8,0,960,484.5,
831755,5,-2.8,894,0,960,484.5,
831755,5,-14.2,909.6,0,960,484.5,
831755,5,13,920,0,960,484.5,
831755,5,-6.6,910,0,960,484.5,
831755,5,-22.2,923.4,0,960,484.5,
831755,5,-7.6,877.4,0,960,484.5,
831755,5,-55.8,880.8,0,960,484.5,
831755,5,-919,1083.6,0,960,484.5,
831755,5,-997.6,1241.2,0,960,484.5,
831755,5,-1011,1269.2,0,960,484.5,
831755,5,-940,1251.8,0,960,484.5,
831755,5,-811,1213.6,0,960,484.5,
831755,5,-528.8,1083.6,0,960,484.5,
831755,5,-551.2,1092.2,0,960,484.5,
831755,5,-575.2,1100.4,0,960,484.5,
831755,5,-716,1112.8,0,960,484.5,
831755,5,-689.2,1104.8,0,960,484.5,
831755,5,-712,1103.2,0,960,484.5,
831755,5,-900,1242.2,0,960,484.5,
831755,5,-917.8,1248,0,960,484.5,
831755,5,-1029.6,1270.2,0,960,484.5,
831755,6,-1235,1309.4,0,1820,484.5,
831755,6,-3907,5288,0,1820,484.5,
831755,6,-216,765,0,1820,484.5,
831755,6,232,567,0,1820,484.5,
831755,6,249.4,581,0,1820,484.5,
831755,6,276.6,625.2,0,1820,484.5,
831755,6,346.6,640.2,0,1820,484.5,
831755,6,382,648,0,1820,484.5,
831755,6,-282.6,750,0,1820,484.5,
831755,6,-469.6,909,0,1820,484.5,
831755,6,-558.8,999,0,1820,484.5,
831755,6,-592.2,1042.8,0,1820,484.5,
831755,6,-650,1096.8,0,1820,484.5,
831755,6,-580.6,1083,0,1820,484.5,
831755,6,-559.2,1074.8,0,1820,484.5,
831755,6,-527.2,1063,0,1820,484.5,
831755,6,-500.8,1054.8,0,1820,484.5,
831755,6,-520.8,1067.4,0,1820,484.5,
831755,6,-458.8,1027,0,1820,484.5,
831755,6,-430,1015.8,0,1820,484.5,
831755,6,-423.2,1019,0,1820,484.5,
831755,6,-619.8,1114.4,0,1820,484.5,
831755,6,-905.8,1278.8,0,1820,484.5,
831755,6,-1344.6,1456,0,1820,484.5,
831755,7,-1327.4,1416.8,0,100,869,
831755,7,-1218.2,1365.6,0,100,869,
831755,7,-1189.2,1351.4,0,100,869,
831755,7,-1239.8,1386.2,0,100,869,
831755,7,-1256.4,1380,0,100,869,
831755,7,-1202.6,1350.2,0,100,869,
831755,7,-1237.6,1337.2,0,100,869,
831755,7,-1274.4,1342.6,0,100,869,
831755,7,-1311.6,1341.6,0,100,869,
831755,7,-1367.6,1351.8,0,100,869,
831755,7,-1421.8,1398,0,100,869,
831755,7,-1498.8,1404.4,0,100,869,
831755,7,-1463.2,1357.6,0,100,869,
831755,7,-1467.2,1361.4,0,100,869,
831755,7,-1467,1370.6,0,100,869,
831755,7,-1501.4,1375.2,0,100,869,
831755,7,-1421.2,1379.4,0,100,869,
831755,7,-1368.4,1357.2,0,100,869,
831755,7,-1332.6,1347.8,0,100,869,
831755,7,-1353,1369.8,0,100,869,
831755,7,-1329.6,1359.8,0,100,869,
831755,7,-1309.4,1349,0,100,869,
831755,7,-1322.4,1363,0,100,869,
831755,7,-1355.4,1396,0,100,869,
831755,8,-1272.2,1409.4,0,960,869,
831755,8,-1237,1401.4,0,960,869,
831755,8,-1173,1392,0,960,869,
831755,8,-1154.8,1401.4,0,960,869,
831755,8,-1144.2,1381.2,0,960,869,
831755,8,-1168.2,1340.4,0,960,869,
831755,8,-1219.2,1331.2,0,960,869,
831755,8,-1254,1325.6,0,960,869,
831755,8,-1283.6,1327,0,960,869,
831755,8,-1314.8,1332,0,960,869,
831755,8,-1357.8,1308.8,0,960,869,
831755,8,-1371.8,1311.4,0,960,869,
831755,8,-1393.6,1312,0,960,869,
831755,8,-1377.8,1300.2,0,960,869,
831755,8,-1362.2,1286.8,0,960,869,
831755,8,-1307.2,1263,0,960,869,
831755,8,-1311.6,1269.8,0,960,869,
831755,8,-1441,1371.2,0,960,869,
831755,8,-1857.8,1774.8,0,960,869,
831755,8,-1802.2,1753.2,0,960,869,
831755,8,-1372,2007.2,0,960,869,
831755,8,-1319.4,2094.2,0,960,869,
831755,8,-1362,2103.4,0,960,869,
831755,8,-1242.2,2084.8,0,960,869,
831755,9,-1029.6,1844.8,0,1820,869,
831755,9,-1029.6,1844.8,0,1820,869,
831755,9,-1029.6,1844.8,0,1820,869,
831755,9,-1029.6,1844.8,0,1820,869,
831755,9,-1029.6,1533.8,0,1820,869,
831755,9,-1052.6,1389.6,0,1820,869,
831755,9,-959.8,1403.6,0,1820,869,
831755,9,-1009.2,1500.2,0,1820,869,
831755,9,-1656,1543.8,0,1820,869,
831755,9,-1597.4,1468.2,0,1820,869,
831755,9,-1596.4,1425.2,0,1820,869,
831755,9,-1614.6,1419.6,0,1820,869,
831755,9,-1540.8,1381.2,0,1820,869,
831755,9,-1508,1373.2,0,1820,869,
831755,9,-1974.2,1665.4,0,1820,869,
831755,9,-1951.6,1590.8,0,1820,869,
831755,9,-1863.4,1523.6,0,1820,869,
831755,9,-1832.2,1522.6,0,1820,869,
831755,9,-1918.8,1586.8,0,1820,869,
831755,9,-1998.8,1648.2,0,1820,869,
831755,9,-2015.8,1663.4,0,1820,869,
831755,9,-1969.4,1634.4,0,1820,869,
831755,9,-1947.2,1594.2,0,1820,869,
831755,9,-379,759,0,1820,869,
831755,9,-1079,2044,0,1820,869,
userID, circleNr, gazeX, gazeY, gazeValid, circleX, circleY,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,1,-1079,2044,0,100,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,2,-1079,2044,0,960,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,3,-1079,2044,0,1820,100,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,4,-1079,2044,0,100,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,5,-1079,2044,0,960,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,6,-1079,2044,0,1820,484.5,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,7,-1079,2044,0,100,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,8,-1079,2044,0,960,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
831755,9,-1079,2044,0,1820,869,
